symbol,number,multiplicity,wyckoff,site_symmetry,coordinates
P 21/m 21/m 2/n,279,4.0,e,m..,"(1/4,y,z) (1/4,-y+1/2,z) (3/4,y+1/2,-z) (3/4,-y,-z)"
P 21/m 21/m 2/n,279,4.0,d,-1,"(0,0,1/2) (1/2,1/2,1/2) (0,1/2,1/2) (1/2,0,1/2)"
P 21/m 21/m 2/n,279,4.0,c,-1,"(0,0,0) (1/2,1/2,0) (0,1/2,0) (1/2,0,0)"
P 21/m 21/m 2/n,279,2.0,b,mm2,"(1/4,3/4,z) (3/4,1/4,-z)"
P 21/m 21/m 2/n,279,2.0,a,mm2,"(1/4,1/4,z) (3/4,3/4,-z)"
P 2/n 21/m 21/m,280,8.0,g,1,"(x,y,z) (x,-y,-z) (-x,-y+1/2,z+1/2) (-x,y+1/2,-z+1/2) (-x,-y+1/2,-z+1/2) (-x,y+1/2,z+1/2) (x,y,-z) (x,-y,z)"
P 2/n 21/m 21/m,280,4.0,f,.m.,"(x,y,0) (x,-y,0) (-x,-y+1/2,1/2) (-x,y+1/2,1/2)"
P 2/n 21/m 21/m,280,4.0,e,m..,"(x,0,z) (x,0,-z) (-x,1/2,z+1/2) (-x,1/2,-z+1/2)"
P 2/n 21/m 21/m,280,4.0,d,-1,"(1/2,1/4,1/4) (1/2,3/4,3/4) (1/2,1/4,3/4) (1/2,3/4,1/4)"
P 2/n 21/m 21/m,280,4.0,c,-1,"(0,1/4,1/4) (0,3/4,3/4) (0,1/4,3/4) (0,3/4,1/4)"
P 2/n 21/m 21/m,280,2.0,b,mm2,"(x,0,1/2) (-x,1/2,0)"
P 2/n 21/m 21/m,280,2.0,a,mm2,"(x,0,0) (-x,1/2,1/2)"
P 2/n 21/m 21/m,281,8.0,g,1,"(x,y,z) (x,-y+1/2,-z+1/2) (-x,-y,z+1/2) (-x,y+1/2,-z) (-x,-y,-z) (-x,y+1/2,z+1/2) (x,y,-z+1/2) (x,-y+1/2,z)"
P 2/n 21/m 21/m,281,4.0,f,.m.,"(x,y,1/4) (x,-y+1/2,1/4) (-x,-y,3/4) (-x,y+1/2,3/4)"
P 2/n 21/m 21/m,281,4.0,e,m..,"(x,1/4,z) (x,1/4,-z+1/2) (-x,3/4,z+1/2) (-x,3/4,-z)"
P 2/n 21/m 21/m,281,4.0,d,-1,"(1/2,0,0) (1/2,1/2,1/2) (1/2,0,1/2) (1/2,1/2,0)"
P 2/n 21/m 21/m,281,4.0,c,-1,"(0,0,0) (0,1/2,1/2) (0,0,1/2) (0,1/2,0)"
P 2/n 21/m 21/m,281,2.0,b,mm2,"(x,1/4,3/4) (-x,3/4,1/4)"
P 2/n 21/m 21/m,281,2.0,a,mm2,"(x,1/4,1/4) (-x,3/4,3/4)"
P 21/m 2/n 21/m,282,8.0,g,1,"(x,y,z) (-x,y,-z) (x+1/2,-y,-z+1/2) (-x+1/2,-y,z+1/2) (-x+1/2,-y,-z+1/2) (x+1/2,-y,z+1/2) (-x,y,z) (x,y,-z)"
P 21/m 2/n 21/m,282,4.0,f,.m.,"(0,y,z) (0,y,-z) (1/2,-y,-z+1/2) (1/2,-y,z+1/2)"
P 21/m 2/n 21/m,282,4.0,e,m..,"(x,y,0) (-x,y,0) (x+1/2,-y,1/2) (-x+1/2,-y,1/2)"
P 21/m 2/n 21/m,282,4.0,d,-1,"(1/4,1/2,1/4) (3/4,1/2,3/4) (3/4,1/2,1/4) (1/4,1/2,3/4)"
P 21/m 2/n 21/m,282,4.0,c,-1,"(1/4,0,1/4) (3/4,0,3/4) (3/4,0,1/4) (1/4,0,3/4)"
P 21/m 2/n 21/m,282,2.0,b,mm2,"(1/2,y,0) (0,-y,1/2)"
P 21/m 2/n 21/m,282,2.0,a,mm2,"(0,y,0) (1/2,-y,1/2)"
P 21/m 2/n 21/m,283,8.0,g,1,"(x,y,z) (-x+1/2,y,-z+1/2) (x+1/2,-y,-z) (-x,-y,z+1/2) (-x,-y,-z) (x+1/2,-y,z+1/2) (-x+1/2,y,z) (x,y,-z+1/2)"
P 21/m 2/n 21/m,283,4.0,f,.m.,"(1/4,y,z) (1/4,y,-z+1/2) (3/4,-y,-z) (3/4,-y,z+1/2)"
P 21/m 2/n 21/m,283,4.0,e,m..,"(x,y,1/4) (-x+1/2,y,1/4) (x+1/2,-y,3/4) (-x,-y,3/4)"
P 21/m 2/n 21/m,283,4.0,d,-1,"(0,1/2,0) (1/2,1/2,1/2) (1/2,1/2,0) (0,1/2,1/2)"
P 21/m 2/n 21/m,283,4.0,c,-1,"(0,0,0) (1/2,0,1/2) (1/2,0,0) (0,0,1/2)"
P 21/m 2/n 21/m,283,2.0,b,mm2,"(3/4,y,1/4) (1/4,-y,3/4)"
P 21/m 2/n 21/m,283,2.0,a,mm2,"(1/4,y,1/4) (3/4,-y,3/4)"
P 21/b 2/c 21/n,284,8.0,d,1,"(x,y,z) (-x+1/2,-y+1/2,z+1/2) (-x,y,-z+1/2) (x+1/2,-y+1/2,-z) (-x,-y,-z) (x+1/2,y+1/2,-z+1/2) (x,-y,z+1/2) (-x+1/2,y+1/2,z)"
P 21/b 2/c 21/n,284,4.0,c,.2.,"(0,y,1/4) (1/2,-y+1/2,3/4) (0,-y,3/4) (1/2,y+1/2,1/4)"
P 21/b 2/c 21/n,284,4.0,b,-1,"(0,1/2,0) (1/2,0,1/2) (0,1/2,1/2) (1/2,0,0)"
P 21/b 2/c 21/n,284,4.0,a,-1,"(0,0,0) (1/2,1/2,1/2) (0,0,1/2) (1/2,1/2,0)"
P 2/c 21/a 21/n,285,8.0,d,1,"(x,y,z) (-x+1/2,-y+1/2,z+1/2) (x,-y,-z+1/2) (-x+1/2,y+1/2,-z) (-x,-y,-z) (x+1/2,y+1/2,-z+1/2) (-x,y,z+1/2) (x+1/2,-y+1/2,z)"
P 2/c 21/a 21/n,285,4.0,c,.2.,"(x,0,3/4) (-x+1/2,1/2,1/4) (-x,0,1/4) (x+1/2,1/2,3/4)"
P 2/c 21/a 21/n,285,4.0,b,-1,"(1/2,0,0) (0,1/2,1/2) (1/2,0,1/2) (0,1/2,0)"
P 2/c 21/a 21/n,285,4.0,a,-1,"(0,0,0) (1/2,1/2,1/2) (0,0,1/2) (1/2,1/2,0)"
P 21/n 21/c 2/a,286,8.0,d,1,"(x,y,z) (x+1/2,-y+1/2,-z+1/2) (-x+1/2,-y,z) (-x,y+1/2,-z+1/2) (-x,-y,-z) (-x+1/2,y+1/2,z+1/2) (x+1/2,y,-z) (x,-y+1/2,z+1/2)"
P 21/n 21/c 2/a,286,4.0,c,.2.,"(1/4,0,z) (3/4,1/2,-z+1/2) (3/4,0,-z) (1/4,1/2,z+1/2)"
P 21/n 21/c 2/a,286,4.0,b,-1,"(0,0,1/2) (1/2,1/2,0) (1/2,0,1/2) (0,1/2,0)"
P 21/n 21/c 2/a,286,4.0,a,-1,"(0,0,0) (1/2,1/2,1/2) (1/2,0,0) (0,1/2,1/2)"
P 21/n 2/a 21/b,287,8.0,d,1,"(x,y,z) (x+1/2,-y+1/2,-z+1/2) (-x+1/2,y,-z) (-x,-y+1/2,z+1/2) (-x,-y,-z) (-x+1/2,y+1/2,z+1/2) (x+1/2,-y,z) (x,y+1/2,-z+1/2)"
P 21/n 2/a 21/b,287,4.0,c,.2.,"(3/4,y,0) (1/4,-y+1/2,1/2) (1/4,-y,0) (3/4,y+1/2,1/2)"
P 21/n 2/a 21/b,287,4.0,b,-1,"(0,1/2,0) (1/2,0,1/2) (1/2,1/2,0) (0,0,1/2)"
P 21/n 2/a 21/b,287,4.0,a,-1,"(0,0,0) (1/2,1/2,1/2) (1/2,0,0) (0,1/2,1/2)"
P 2/b 21/n 21/a,288,8.0,d,1,"(x,y,z) (-x+1/2,y+1/2,-z+1/2) (x,-y+1/2,-z) (-x+1/2,-y,z+1/2) (-x,-y,-z) (x+1/2,-y+1/2,z+1/2) (-x,y+1/2,z) (x+1/2,y,-z+1/2)"
P 2/b 21/n 21/a,288,4.0,c,.2.,"(x,1/4,0) (-x+1/2,3/4,1/2) (-x,3/4,0) (x+1/2,1/4,1/2)"
P 2/b 21/n 21/a,288,4.0,b,-1,"(1/2,0,0) (0,1/2,1/2) (1/2,1/2,0) (0,0,1/2)"
P 2/b 21/n 21/a,288,4.0,a,-1,"(0,0,0) (1/2,1/2,1/2) (0,1/2,0) (1/2,0,1/2)"
P 21/c 21/n 2/b,289,8.0,d,1,"(x,y,z) (-x+1/2,y+1/2,-z+1/2) (-x,-y+1/2,z) (x+1/2,-y,-z+1/2) (-x,-y,-z) (x+1/2,-y+1/2,z+1/2) (x,y+1/2,-z) (-x+1/2,y,z+1/2)"
P 21/c 21/n 2/b,289,4.0,c,.2.,"(0,3/4,z) (1/2,1/4,-z+1/2) (0,1/4,-z) (1/2,3/4,z+1/2)"
P 21/c 21/n 2/b,289,4.0,b,-1,"(0,0,1/2) (1/2,1/2,0) (0,1/2,1/2) (1/2,0,0)"
P 21/c 21/n 2/b,289,4.0,a,-1,"(0,0,0) (1/2,1/2,1/2) (0,1/2,0) (1/2,0,1/2)"
P 21/b 21/c 21/a,290,8.0,c,1,"(x,y,z) (-x+1/2,-y,z+1/2) (-x,y+1/2,-z+1/2) (x+1/2,-y+1/2,-z) (-x,-y,-z) (x+1/2,y,-z+1/2) (x,-y+1/2,z+1/2) (-x+1/2,y+1/2,z)"
P 21/b 21/c 21/a,290,4.0,b,-1,"(0,0,1/2) (1/2,0,0) (0,1/2,0) (1/2,1/2,1/2)"
P 21/b 21/c 21/a,290,4.0,a,-1,"(0,0,0) (1/2,0,1/2) (0,1/2,1/2) (1/2,1/2,0)"
P 21/c 21/a 21/b,291,8.0,c,1,"(x,y,z) (-x,-y+1/2,z+1/2) (x+1/2,-y,-z+1/2) (-x+1/2,y+1/2,-z) (-x,-y,-z) (x,y+1/2,-z+1/2) (-x+1/2,y,z+1/2) (x+1/2,-y+1/2,z)"
P 21/c 21/a 21/b,291,4.0,b,-1,"(0,0,1/2) (0,1/2,0) (1/2,0,0) (1/2,1/2,1/2)"
P 21/c 21/a 21/b,291,4.0,a,-1,"(0,0,0) (0,1/2,1/2) (1/2,0,1/2) (1/2,1/2,0)"
P 21/n 21/m 21/a,292,8.0,d,1,"(x,y,z) (-x+1/2,-y,z+1/2) (-x,y+1/2,-z) (x+1/2,-y+1/2,-z+1/2) (-x,-y,-z) (x+1/2,y,-z+1/2) (x,-y+1/2,z) (-x+1/2,y+1/2,z+1/2)"
P 21/n 21/m 21/a,292,4.0,c,.m.,"(x,1/4,z) (-x+1/2,3/4,z+1/2) (-x,3/4,-z) (x+1/2,1/4,-z+1/2)"
P 21/n 21/m 21/a,292,4.0,b,-1,"(0,0,1/2) (1/2,0,0) (0,1/2,1/2) (1/2,1/2,0)"
P 21/n 21/m 21/a,292,4.0,a,-1,"(0,0,0) (1/2,0,1/2) (0,1/2,0) (1/2,1/2,1/2)"
P 21/m 21/n 21/b,293,8.0,d,1,"(x,y,z) (-x,-y+1/2,z+1/2) (x+1/2,-y,-z) (-x+1/2,y+1/2,-z+1/2) (-x,-y,-z) (x,y+1/2,-z+1/2) (-x+1/2,y,z) (x+1/2,-y+1/2,z+1/2)"
P 21/m 21/n 21/b,293,4.0,c,.m.,"(1/4,y,z) (3/4,-y+1/2,z+1/2) (3/4,-y,-z) (1/4,y+1/2,-z+1/2)"
P 21/m 21/n 21/b,293,4.0,b,-1,"(0,0,1/2) (0,1/2,0) (1/2,0,1/2) (1/2,1/2,0)"
P 21/m 21/n 21/b,293,4.0,a,-1,"(0,0,0) (0,1/2,1/2) (1/2,0,0) (1/2,1/2,1/2)"
P 21/b 21/n 21/m,294,8.0,d,1,"(x,y,z) (x+1/2,-y+1/2,-z) (-x,-y,z+1/2) (-x+1/2,y+1/2,-z+1/2) (-x,-y,-z) (-x+1/2,y+1/2,z) (x,y,-z+1/2) (x+1/2,-y+1/2,z+1/2)"
P 21/b 21/n 21/m,294,4.0,c,.m.,"(x,y,1/4) (x+1/2,-y+1/2,3/4) (-x,-y,3/4) (-x+1/2,y+1/2,1/4)"
P 21/b 21/n 21/m,294,4.0,b,-1,"(1/2,0,0) (0,1/2,0) (1/2,0,1/2) (0,1/2,1/2)"
P 21/b 21/n 21/m,294,4.0,a,-1,"(0,0,0) (1/2,1/2,0) (0,0,1/2) (1/2,1/2,1/2)"
P 21/c 21/m 21/n,295,8.0,d,1,"(x,y,z) (x+1/2,-y,-z+1/2) (-x,y+1/2,-z) (-x+1/2,-y+1/2,z+1/2) (-x,-y,-z) (-x+1/2,y,z+1/2) (x,-y+1/2,z) (x+1/2,y+1/2,-z+1/2)"
P 21/c 21/m 21/n,295,4.0,c,.m.,"(x,1/4,z) (x+1/2,3/4,-z+1/2) (-x,3/4,-z) (-x+1/2,1/4,z+1/2)"
P 21/c 21/m 21/n,295,4.0,b,-1,"(1/2,0,0) (0,0,1/2) (1/2,1/2,0) (0,1/2,1/2)"
P 21/c 21/m 21/n,295,4.0,a,-1,"(0,0,0) (1/2,0,1/2) (0,1/2,0) (1/2,1/2,1/2)"
P 21/m 21/c 21/n,296,8.0,d,1,"(x,y,z) (-x,y+1/2,-z+1/2) (x+1/2,-y,-z) (-x+1/2,-y+1/2,z+1/2) (-x,-y,-z) (x,-y+1/2,z+1/2) (-x+1/2,y,z) (x+1/2,y+1/2,-z+1/2)"
P 21/m 21/c 21/n,296,4.0,c,.m.,"(1/4,y,z) (3/4,y+1/2,-z+1/2) (3/4,-y,-z) (1/4,-y+1/2,z+1/2)"
P 21/m 21/c 21/n,296,4.0,b,-1,"(0,1/2,0) (0,0,1/2) (1/2,1/2,0) (1/2,0,1/2)"
P 21/m 21/c 21/n,296,4.0,a,-1,"(0,0,0) (0,1/2,1/2) (1/2,0,0) (1/2,1/2,1/2)"
P 21/n 21/a 21/m,297,8.0,d,1,"(x,y,z) (-x+1/2,y+1/2,-z) (-x,-y,z+1/2) (x+1/2,-y+1/2,-z+1/2) (-x,-y,-z) (x+1/2,-y+1/2,z) (x,y,-z+1/2) (-x+1/2,y+1/2,z+1/2)"
P 21/n 21/a 21/m,297,4.0,c,.m.,"(x,y,1/4) (-x+1/2,y+1/2,3/4) (-x,-y,3/4) (x+1/2,-y+1/2,1/4)"
P 21/n 21/a 21/m,297,4.0,b,-1,"(0,1/2,0) (1/2,0,0) (0,1/2,1/2) (1/2,0,1/2)"
P 21/n 21/a 21/m,297,4.0,a,-1,"(0,0,0) (1/2,1/2,0) (0,0,1/2) (1/2,1/2,1/2)"
C 2/m 2/c 21/m,298,16.0,h,1,"(x,y,z) (-x,-y,z+1/2) (-x,y,-z+1/2) (x,-y,-z) (-x,-y,-z) (x,y,-z+1/2) (x,-y,z+1/2) (-x,y,z)"
C 2/m 2/c 21/m,298,8.0,g,..m,"(x,y,1/4) (-x,-y,3/4) (-x,y,1/4) (x,-y,3/4)"
C 2/m 2/c 21/m,298,8.0,f,m..,"(0,y,z) (0,-y,z+1/2) (0,y,-z+1/2) (0,-y,-z)"
C 2/m 2/c 21/m,298,8.0,e,2..,"(x,0,0) (-x,0,1/2) (-x,0,0) (x,0,1/2)"
C 2/m 2/c 21/m,298,8.0,d,-1,"(1/4,1/4,0) (3/4,3/4,1/2) (3/4,1/4,1/2) (1/4,3/4,0)"
C 2/m 2/c 21/m,298,4.0,c,m2m,"(0,y,1/4) (0,-y,3/4)"
C 2/m 2/c 21/m,298,4.0,b,2/m..,"(0,1/2,0) (0,1/2,1/2)"
C 2/m 2/c 21/m,298,4.0,a,2/m..,"(0,0,0) (0,0,1/2)"
C 2/c 2/m 21/m,299,16.0,h,1,"(x,y,z) (-x,-y,z+1/2) (x,-y,-z+1/2) (-x,y,-z) (-x,-y,-z) (x,y,-z+1/2) (-x,y,z+1/2) (x,-y,z)"
C 2/c 2/m 21/m,299,8.0,g,..m,"(x,y,3/4) (-x,-y,1/4) (x,-y,3/4) (-x,y,1/4)"
C 2/c 2/m 21/m,299,8.0,f,m..,"(x,0,z) (-x,0,z+1/2) (x,0,-z+1/2) (-x,0,-z)"
C 2/c 2/m 21/m,299,8.0,e,2..,"(0,y,0) (0,-y,1/2) (0,-y,0) (0,y,1/2)"
C 2/c 2/m 21/m,299,8.0,d,-1,"(1/4,1/4,0) (3/4,3/4,1/2) (1/4,3/4,1/2) (3/4,1/4,0)"
C 2/c 2/m 21/m,299,4.0,c,m2m,"(x,0,3/4) (-x,0,1/4)"
C 2/c 2/m 21/m,299,4.0,b,2/m..,"(1/2,0,0) (1/2,0,1/2)"
C 2/c 2/m 21/m,299,4.0,a,2/m..,"(0,0,0) (0,0,1/2)"
A 21/m 2/m 2/a,300,16.0,h,1,"(x,y,z) (x+1/2,-y,-z) (-x+1/2,-y,z) (-x,y,-z) (-x,-y,-z) (-x+1/2,y,z) (x+1/2,y,-z) (x,-y,z)"
A 21/m 2/m 2/a,300,8.0,g,..m,"(1/4,y,z) (3/4,-y,-z) (1/4,-y,z) (3/4,y,-z)"
A 21/m 2/m 2/a,300,8.0,f,m..,"(x,0,z) (x+1/2,0,-z) (-x+1/2,0,z) (-x,0,-z)"
A 21/m 2/m 2/a,300,8.0,e,2..,"(0,y,0) (1/2,-y,0) (0,-y,0) (1/2,y,0)"
A 21/m 2/m 2/a,300,8.0,d,-1,"(0,1/4,1/4) (1/2,3/4,3/4) (1/2,3/4,1/4) (0,1/4,3/4)"
A 21/m 2/m 2/a,300,4.0,c,m2m,"(1/4,0,z) (3/4,0,-z)"
A 21/m 2/m 2/a,300,4.0,b,2/m..,"(0,0,1/2) (1/2,0,1/2)"
A 21/m 2/m 2/a,300,4.0,a,2/m..,"(0,0,0) (1/2,0,0)"
A 21/m 2/a 2/m,301,16.0,h,1,"(x,y,z) (x+1/2,-y,-z) (-x+1/2,y,-z) (-x,-y,z) (-x,-y,-z) (-x+1/2,y,z) (x+1/2,-y,z) (x,y,-z)"
A 21/m 2/a 2/m,301,8.0,g,..m,"(3/4,y,z) (1/4,-y,-z) (3/4,y,-z) (1/4,-y,z)"
A 21/m 2/a 2/m,301,8.0,f,m..,"(x,y,0) (x+1/2,-y,0) (-x+1/2,y,0) (-x,-y,0)"
A 21/m 2/a 2/m,301,8.0,e,2..,"(0,0,z) (1/2,0,-z) (0,0,-z) (1/2,0,z)"
A 21/m 2/a 2/m,301,8.0,d,-1,"(0,1/4,1/4) (1/2,3/4,3/4) (1/2,1/4,3/4) (0,3/4,1/4)"
A 21/m 2/a 2/m,301,4.0,c,m2m,"(3/4,y,0) (1/4,-y,0)"
A 21/m 2/a 2/m,301,4.0,b,2/m..,"(0,1/2,0) (1/2,1/2,0)"
A 21/m 2/a 2/m,301,4.0,a,2/m..,"(0,0,0) (1/2,0,0)"
B 2/b 21/m 2/m,302,16.0,h,1,"(x,y,z) (-x,y+1/2,-z) (x,-y+1/2,-z) (-x,-y,z) (-x,-y,-z) (x,-y+1/2,z) (-x,y+1/2,z) (x,y,-z)"
B 2/b 21/m 2/m,302,8.0,g,..m,"(x,1/4,z) (-x,3/4,-z) (x,1/4,-z) (-x,3/4,z)"
B 2/b 21/m 2/m,302,8.0,f,m..,"(x,y,0) (-x,y+1/2,0) (x,-y+1/2,0) (-x,-y,0)"
B 2/b 21/m 2/m,302,8.0,e,2..,"(0,0,z) (0,1/2,-z) (0,0,-z) (0,1/2,z)"
B 2/b 21/m 2/m,302,8.0,d,-1,"(1/4,0,1/4) (3/4,1/2,3/4) (1/4,1/2,3/4) (3/4,0,1/4)"
B 2/b 21/m 2/m,302,4.0,c,m2m,"(x,1/4,0) (-x,3/4,0)"
B 2/b 21/m 2/m,302,4.0,b,2/m..,"(1/2,0,0) (1/2,1/2,0)"
B 2/b 21/m 2/m,302,4.0,a,2/m..,"(0,0,0) (0,1/2,0)"
B 2/m 21/m 2/b,303,16.0,h,1,"(x,y,z) (-x,y+1/2,-z) (-x,-y+1/2,z) (x,-y,-z) (-x,-y,-z) (x,-y+1/2,z) (x,y+1/2,-z) (-x,y,z)"
B 2/m 21/m 2/b,303,8.0,g,..m,"(x,3/4,z) (-x,1/4,-z) (-x,3/4,z) (x,1/4,-z)"
B 2/m 21/m 2/b,303,8.0,f,m..,"(0,y,z) (0,y+1/2,-z) (0,-y+1/2,z) (0,-y,-z)"
B 2/m 21/m 2/b,303,8.0,e,2..,"(x,0,0) (-x,1/2,0) (-x,0,0) (x,1/2,0)"
B 2/m 21/m 2/b,303,8.0,d,-1,"(1/4,0,1/4) (3/4,1/2,3/4) (3/4,1/2,1/4) (1/4,0,3/4)"
B 2/m 21/m 2/b,303,4.0,c,m2m,"(0,3/4,z) (0,1/4,-z)"
B 2/m 21/m 2/b,303,4.0,b,2/m..,"(0,0,1/2) (0,1/2,1/2)"
B 2/m 21/m 2/b,303,4.0,a,2/m..,"(0,0,0) (0,1/2,0)"
C 2/m 2/c 21/a,304,16.0,g,1,"(x,y,z) (-x,-y+1/2,z+1/2) (-x,y+1/2,-z+1/2) (x,-y,-z) (-x,-y,-z) (x,y+1/2,-z+1/2) (x,-y+1/2,z+1/2) (-x,y,z)"
C 2/m 2/c 21/a,304,8.0,f,m..,"(0,y,z) (0,-y+1/2,z+1/2) (0,y+1/2,-z+1/2) (0,-y,-z)"
C 2/m 2/c 21/a,304,8.0,e,.2.,"(1/4,y,1/4) (3/4,-y+1/2,3/4) (3/4,-y,3/4) (1/4,y+1/2,1/4)"
C 2/m 2/c 21/a,304,8.0,d,2..,"(x,0,0) (-x,1/2,1/2) (-x,0,0) (x,1/2,1/2)"
C 2/m 2/c 21/a,304,8.0,c,-1,"(1/4,1/4,0) (3/4,1/4,1/2) (3/4,3/4,1/2) (1/4,3/4,0)"
C 2/m 2/c 21/a,304,4.0,b,2/m..,"(1/2,0,0) (1/2,1/2,1/2)"
C 2/m 2/c 21/a,304,4.0,a,2/m..,"(0,0,0) (0,1/2,1/2)"
C 2/c 2/m 21/b,305,16.0,g,1,"(x,y,z) (-x+1/2,-y,z+1/2) (x+1/2,-y,-z+1/2) (-x,y,-z) (-x,-y,-z) (x+1/2,y,-z+1/2) (-x+1/2,y,z+1/2) (x,-y,z)"
C 2/c 2/m 21/b,305,8.0,f,m..,"(x,0,z) (-x+1/2,0,z+1/2) (x+1/2,0,-z+1/2) (-x,0,-z)"
C 2/c 2/m 21/b,305,8.0,e,.2.,"(x,1/4,3/4) (-x+1/2,3/4,1/4) (-x,3/4,1/4) (x+1/2,1/4,3/4)"
C 2/c 2/m 21/b,305,8.0,d,2..,"(0,y,0) (1/2,-y,1/2) (0,-y,0) (1/2,y,1/2)"
C 2/c 2/m 21/b,305,8.0,c,-1,"(1/4,1/4,0) (1/4,3/4,1/2) (3/4,3/4,1/2) (3/4,1/4,0)"
C 2/c 2/m 21/b,305,4.0,b,2/m..,"(0,1/2,0) (1/2,1/2,1/2)"
C 2/c 2/m 21/b,305,4.0,a,2/m..,"(0,0,0) (1/2,0,1/2)"
A 21/b 2/m a,306,16.0,g,1,"(x,y,z) (x+1/2,-y,-z+1/2) (-x+1/2,-y,z+1/2) (-x,y,-z) (-x,-y,-z) (-x+1/2,y,z+1/2) (x+1/2,y,-z+1/2) (x,-y,z)"
A 21/b 2/m a,306,8.0,f,m..,"(x,0,z) (x+1/2,0,-z+1/2) (-x+1/2,0,z+1/2) (-x,0,-z)"
A 21/b 2/m a,306,8.0,e,.2.,"(1/4,1/4,z) (3/4,3/4,-z+1/2) (3/4,3/4,-z) (1/4,1/4,z+1/2)"
A 21/b 2/m a,306,8.0,d,2..,"(0,y,0) (1/2,-y,1/2) (0,-y,0) (1/2,y,1/2)"
A 21/b 2/m a,306,8.0,c,-1,"(0,1/4,1/4) (1/2,3/4,1/4) (1/2,3/4,3/4) (0,1/4,3/4)"
A 21/b 2/m a,306,4.0,b,2/m..,"(0,1/2,0) (1/2,1/2,1/2)"
A 21/b 2/m a,306,4.0,a,2/m..,"(0,0,0) (1/2,0,1/2)"
A 21/c 2/a 2/m,307,16.0,g,1,"(x,y,z) (x+1/2,-y+1/2,-z) (-x+1/2,y+1/2,-z) (-x,-y,z) (-x,-y,-z) (-x+1/2,y+1/2,z) (x+1/2,-y+1/2,z) (x,y,-z)"
A 21/c 2/a 2/m,307,8.0,f,m..,"(x,y,0) (x+1/2,-y+1/2,0) (-x+1/2,y+1/2,0) (-x,-y,0)"
A 21/c 2/a 2/m,307,8.0,e,.2.,"(3/4,y,1/4) (1/4,-y+1/2,3/4) (1/4,-y,3/4) (3/4,y+1/2,1/4)"
A 21/c 2/a 2/m,307,8.0,d,2..,"(0,0,z) (1/2,1/2,-z) (0,0,-z) (1/2,1/2,z)"
A 21/c 2/a 2/m,307,8.0,c,-1,"(0,1/4,1/4) (1/2,1/4,3/4) (1/2,3/4,3/4) (0,3/4,1/4)"
A 21/c 2/a 2/m,307,4.0,b,2/m..,"(0,0,1/2) (1/2,1/2,1/2)"
A 21/c 2/a 2/m,307,4.0,a,2/m..,"(0,0,0) (1/2,1/2,0)"
B 2/b 21/c 2/m,308,16.0,g,1,"(x,y,z) (-x+1/2,y+1/2,-z) (x+1/2,-y+1/2,-z) (-x,-y,z) (-x,-y,-z) (x+1/2,-y+1/2,z) (-x+1/2,y+1/2,z) (x,y,-z)"
B 2/b 21/c 2/m,308,8.0,f,m..,"(x,y,0) (-x+1/2,y+1/2,0) (x+1/2,-y+1/2,0) (-x,-y,0)"
B 2/b 21/c 2/m,308,8.0,e,.2.,"(x,1/4,1/4) (-x+1/2,3/4,3/4) (-x,3/4,3/4) (x+1/2,1/4,1/4)"
B 2/b 21/c 2/m,308,8.0,d,2..,"(0,0,z) (1/2,1/2,-z) (0,0,-z) (1/2,1/2,z)"
B 2/b 21/c 2/m,308,8.0,c,-1,"(1/4,0,1/4) (1/4,1/2,3/4) (3/4,1/2,3/4) (3/4,0,1/4)"
B 2/b 21/c 2/m,308,4.0,b,2/m..,"(0,0,1/2) (1/2,1/2,1/2)"
B 2/b 21/c 2/m,308,4.0,a,2/m..,"(0,0,0) (1/2,1/2,0)"
B 2/m 21/a 2/b,309,16.0,g,1,"(x,y,z) (-x,y+1/2,-z+1/2) (-x,-y+1/2,z+1/2) (x,-y,-z) (-x,-y,-z) (x,-y+1/2,z+1/2) (x,y+1/2,-z+1/2) (-x,y,z)"
B 2/m 21/a 2/b,309,8.0,f,m..,"(0,y,z) (0,y+1/2,-z+1/2) (0,-y+1/2,z+1/2) (0,-y,-z)"
B 2/m 21/a 2/b,309,8.0,e,.2.,"(1/4,3/4,z) (3/4,1/4,-z+1/2) (3/4,1/4,-z) (1/4,3/4,z+1/2)"
B 2/m 21/a 2/b,309,8.0,d,2..,"(x,0,0) (-x,1/2,1/2) (-x,0,0) (x,1/2,1/2)"
B 2/m 21/a 2/b,309,8.0,c,-1,"(1/4,0,1/4) (3/4,1/2,1/4) (3/4,1/2,3/4) (1/4,0,3/4)"
B 2/m 21/a 2/b,309,4.0,b,2/m..,"(1/2,0,0) (1/2,1/2,1/2)"
B 2/m 21/a 2/b,309,4.0,a,2/m..,"(0,0,0) (0,1/2,1/2)"
C 2/m 2/m 2/m,310,16.0,r,1,"(x,y,z) (-x,-y,z) (-x,y,-z) (x,-y,-z) (-x,-y,-z) (x,y,-z) (x,-y,z) (-x,y,z)"
C 2/m 2/m 2/m,310,8.0,q,..m,"(x,y,1/2) (-x,-y,1/2) (-x,y,1/2) (x,-y,1/2)"
C 2/m 2/m 2/m,310,8.0,p,..m,"(x,y,0) (-x,-y,0) (-x,y,0) (x,-y,0)"
C 2/m 2/m 2/m,310,8.0,o,.m.,"(x,0,z) (-x,0,z) (-x,0,-z) (x,0,-z)"
C 2/m 2/m 2/m,310,8.0,n,m..,"(0,y,z) (0,-y,z) (0,y,-z) (0,-y,-z)"
